MRKTTAG,PRDCTAG,SALESUNITS,SALESUNITS.OLD,SALESUNITS192OZEQUCASEBASIS,SALESUNITS192OZEQUCASEBASIS,AVERAGERETAILPRICE,pcACV,TOTALBASELINEUNITS,TOTALBASELINEdollars,NOPROMOPRICE,ANYFEATUREpcACV,ANYDISPLAYpcACV,ANYFETandDSPpcACV,ANYFETWODSPpcACV,ANYDSPWOFETpcACV,PRICEDECRUNITS,PRICEDECRPRICE,PRICEDECRpcACV,ANYFTDISCUMpcAC,WeekendingDate,WeekNumber
MRKT2,PRDT1,117.09,11709,8782,45570,3.89,100,9318,39686,4.1,0,78,0,0,78,1371,3.83,17,0,20150103,52
MRKT2,PRDT1,105.92,10592,7944,41787,3.95,100,9300,39613,4.08,0,78,0,0,78,1005,3.81,12,0,20150110,1
MRKT2,PRDT1,93.48,9348,7011,39962,4.27,100,9501,41950,4.36,0,61,0,0,61,1473,4.15,14,0,20150117,2
MRKT2,PRDT1,121.32,12132,9099,47043,3.88,100,8838,38852,0,100,100,100,0,0,0,0,0,100,20150124,3
MRKT2,PRDT1,120.66,12066,9050,46616,3.86,100,9496,41289,4.25,59,80,50,10,31,0,0,0,50,20150131,4
MRKT2,PRDT1,274.87,27487,20615,93157,3.39,100,8780,37443,0,100,75,75,25,0,0,0,0,75,20150207,5
MRKT2,PRDT1,85.31,8531,6398,35873,4.21,100,8900,38906,0,100,73,73,27,0,0,0,0,73,20150214,6
MRKT2,PRDT1,114.06,11406,8555,45032,3.95,100,8225,35658,0,59,73,45,14,28,1185,3.86,12,45,20150221,7
MRKT2,PRDT1,137.63,13763,10322,52015,3.78,100,8229,35399,0,100,100,100,0,0,0,0,0,100,20150228,8
MRKT2,PRDT1,103.75,10375,7781,40467,3.9,100,8690,37749,0,54,88,49,5,39,476,3.76,8,49,20150307,9
MRKT2,PRDT1,129.43,12943,9707,47745,3.69,100,9038,39313,0,100,80,80,20,0,0,0,0,80,20150314,10
MRKT2,PRDT1,78.89,7889,5917,34473,4.37,100,8431,36001,4.33,0,77,0,0,77,0,0,0,0,20150321,11
MRKT2,PRDT1,94.67,9467,7100,38380,4.05,100,8569,38389,0,100,85,85,15,0,0,0,0,85,20150328,12
MRKT2,PRDT1,84.22,8422,6317,34876,4.14,100,8418,36964,0,54,95,49,5,46,0,0,0,49,20150404,13
MRKT2,PRDT1,202.94,20294,15221,73806,3.64,100,9789,43357,0,100,81,81,19,0,0,0,0,81,20150411,14
MRKT2,PRDT1,95.03,9503,7127,38191,4.02,100,9512,42481,0,90,96,86,4,10,0,0,0,86,20150418,15
MRKT2,PRDT1,94.27,9427,7070,39073,4.14,100,9834,43504,0,0,88,0,0,88,1055,4,12,0,20150425,16
MRKT2,PRDT1,116.02,11602,8702,42848,3.69,100,9670,42708,0,100,96,96,4,0,0,0,0,96,20150502,17
MRKT2,PRDT1,111.45,11145,8359,44849,4.02,100,9501,42300,0,59,88,55,5,33,601,4.15,8,55,20150509,18
MRKT2,PRDT1,146.66,14666,11000,55429,3.78,100,9688,41469,0,100,100,100,0,0,0,0,0,100,20150516,19
MRKT2,PRDT1,131.63,13163,9872,51182,3.89,100,9539,40495,0,59,69,36,23,33,509,4.09,8,36,20150523,20
MRKT2,PRDT1,252.45,25245,18934,87955,3.48,100,9523,40204,0,100,86,86,14,0,0,0,0,86,20150530,21
MRKT2,PRDT1,98.65,9865,7399,38980,3.95,100,9407,39773,0,59,80,50,10,31,447,4.22,10,50,20150606,22
MRKT2,PRDT1,152.33,15233,11425,55829,3.67,100,9632,41496,0,100,86,86,14,0,0,0,0,86,20150613,23
MRKT2,PRDT1,95.58,9558,7169,39964,4.18,100,9009,37588,4.21,0,83,0,0,83,0,0,0,0,20150620,24
MRKT2,PRDT1,123.45,12345,9259,47049,3.81,100,9540,40305,0,100,81,81,19,0,0,0,0,81,20150627,25
MRKT2,PRDT1,162.87,16287,12215,57263,3.52,100,9677,41253,0,100,90,90,10,0,0,0,0,90,20150704,26
MRKT2,PRDT1,257.21,25721,19291,91557,3.56,100,9264,39103,0,100,86,86,14,0,0,0,0,86,20150711,27
MRKT2,PRDT1,106.08,10608,7956,42764,4.03,100,10037,41483,4.31,0,78,0,0,78,1372,3.59,10,0,20150718,28
MRKT2,PRDT1,113.73,11373,8530,45390,3.99,100,10135,42909,0,100,86,86,14,0,0,0,0,86,20150725,29
MRKT2,PRDT1,119.82,11982,8987,46646,3.89,100,10105,43061,0,93,86,79,14,7,0,0,0,79,20150801,30
MRKT2,PRDT1,201.07,20107,15080,72263,3.59,100,9441,40285,0,100,90,90,10,0,0,0,0,90,20150808,31
MRKT2,PRDT1,109.44,10944,8208,43691,3.99,100,9937,41097,4.4,59,75,44,15,31,0,0,0,44,20150815,32
MRKT2,PRDT1,100.4,10040,7530,40472,4.03,100,10170,42860,0,100,61,61,39,0,0,0,0,61,20150822,33
MRKT2,PRDT1,109.35,10935,8201,43180,3.95,100,10969,45994,4.31,66,68,52,14,16,726,4.05,8,52,20150829,34
MRKT2,PRDT1,173.03,17303,12977,61746,3.57,100,10566,43999,0,100,75,75,25,0,0,0,0,75,20150905,35
MRKT2,PRDT1,280.85,28085,21064,98185,3.5,100,9544,40107,0,100,68,68,32,0,0,0,0,68,20150912,36
MRKT2,PRDT1,100.78,10078,7559,40582,4.03,100,10151,41976,4.3,0,86,0,0,86,1160,3.36,10,0,20150919,37
MRKT2,PRDT1,134.91,13491,10118,54086,4.01,100,9960,41222,0,100,83,83,17,0,0,0,0,83,20150926,38
MRKT2,PRDT1,125.02,12502,9377,49028,3.92,100,10551,43581,0,59,88,54,5,33,901,3.94,8,54,20151003,39
MRKT2,PRDT1,194.040404,19210,14408,67988,3.54,99,9716,41413,0,99,95,95,4,0,0,0,0,95,20151010,40
MRKT2,PRDT1,107.010101,10594,7946,42548,4.02,99,9626,39751,4.4,0,82,0,0,82,2043,3.56,9,0,20151017,41
MRKT2,PRDT1,109.7979798,10870,8153,43557,4.01,99,10406,43294,0,99,95,95,5,0,0,0,0,95,20151024,42
MRKT2,PRDT1,102.1010101,10108,7581,40874,4.04,99,9905,41619,0,59,81,48,10,33,777,4.05,8,48,20151031,43
MRKT2,PRDT1,94.96969697,9402,7052,40106,4.27,99,9185,39127,0,99,99,99,0,0,0,0,0,99,20151107,44
MRKT2,PRDT1,96.93939394,9597,7198,40857,4.26,99,8381,36571,4.27,0,76,0,0,76,0,0,0,0,20151114,45
MRKT2,PRDT1,112.9090909,11178,8384,45836,4.1,99,8009,35349,0,99,84,84,15,0,0,0,0,84,20151121,46
MRKT2,PRDT1,259.6161616,25702,19277,95767,3.73,99,8100,34993,0,59,84,54,5,30,854,4,10,54,20151128,47
MRKT2,PRDT1,116.39,11639,8729,44234,3.8,100,8364,35643,0,0,85,0,0,85,963,4,15,0,20151205,48
MRKT2,PRDT1,136.85,13685,10264,49897,3.65,100,8158,35367,0,100,95,95,5,0,0,0,0,95,20151212,49
MRKT2,PRDT1,136.02,13602,10202,49923,3.67,100,8627,36884,0,100,77,77,23,0,0,0,0,77,20151219,50
MRKT2,PRDT1,198.2,19820,14865,72226,3.64,100,7866,33841,0,100,100,100,0,0,0,0,0,100,20151226,51
MRKT2,PRDT1,139.93,13993,10495,52495,3.75,100,8412,35548,0,100,95,95,5,0,0,0,0,95,20160102,52
MRKT2,PRDT1,75.43,7543,5657,34568,4.58,100,7979,32969,0,100,77,77,23,0,0,0,0,77,20160109,1
MRKT2,PRDT1,76.08,7608,5706,34706,4.56,100,7552,34534,0,100,67,67,33,0,0,0,0,67,20160116,2
MRKT2,PRDT1,75.19,7519,5639,33472,4.45,100,9591,43942,4.47,24,95,24,0,72,0,0,0,24,20160123,3
MRKT2,PRDT1,72.18,7218,5414,29051,4.02,100,8065,36917,0,100,79,79,21,0,0,0,0,79,20160130,4
MRKT2,PRDT1,92.12,9212,6909,36960,4.01,100,7617,34955,0,25,95,25,0,70,388,3.97,5,25,20160206,5
MRKT2,PRDT1,256.72,25672,19254,78115,3.04,100,7599,34877,0,100,100,100,0,0,0,0,0,100,20160213,6
MRKT2,PRDT1,63.78,6378,4784,29589,4.64,100,7282,33384,0,100,87,87,13,0,0,0,0,87,20160220,7
MRKT2,PRDT1,81.92,8192,6144,35789,4.37,100,7716,35818,0,25,76,25,0,51,1935,4.24,24,25,20160227,8
MRKT2,PRDT1,150.44,15044,11283,54562,3.63,100,7360,34367,0,100,92,92,8,0,0,0,0,92,20160305,9
MRKT2,PRDT1,65.49,6549,4912,30280,4.62,100,7450,34620,4.6,0,77,0,0,77,0,0,0,0,20160312,10
MRKT2,PRDT1,66.25,6625,4969,30692,4.63,100,7079,33060,0,100,72,72,28,0,0,0,0,72,20160319,11
MRKT2,PRDT1,78.73,7873,5905,33168,4.21,100,7127,33087,0,25,77,15,10,62,885,4.14,13,15,20160326,12
MRKT2,PRDT1,161.14,16114,12086,54358,3.37,100,7054,32843,0,100,100,100,0,0,0,0,0,100,20160402,13
MRKT2,PRDT1,57.9,5790,4343,26966,4.66,100,6931,32110,0,100,89,89,11,0,0,0,0,89,20160409,14
MRKT2,PRDT1,65.79,6579,4934,29573,4.5,100,6978,32887,0,25,100,25,0,75,0,0,0,25,20160416,15
MRKT2,PRDT1,108.42,10842,8132,42611,3.93,100,7664,35100,0,100,100,100,0,0,0,0,0,100,20160423,16
MRKT2,PRDT1,100.39,10039,7529,39192,3.9,100,7354,33862,0,23,100,23,0,77,0,0,0,23,20160430,17
MRKT2,PRDT1,137.63,13763,10322,50184,3.65,100,7576,34973,0,100,100,100,0,0,0,0,0,100,20160507,18
MRKT2,PRDT1,64.72,6472,4854,30010,4.64,100,6885,31616,4.64,23,77,14,9,64,0,0,0,14,20160514,19
MRKT2,PRDT1,66.95,6695,5021,30968,4.63,100,7674,35771,0,100,100,100,0,0,0,0,0,100,20160521,20
MRKT2,PRDT1,76.15,7615,5711,31200,4.1,100,7379,34845,0,23,92,23,0,69,508,4.17,8,23,20160528,21
MRKT2,PRDT1,206.3,20630,15473,64597,3.13,100,6041,28213,0,100,92,92,8,0,0,0,0,92,20160604,22
MRKT2,PRDT1,50.74,5074,3806,23516,4.63,100,5909,27496,4.5,0,92,0,0,92,0,0,0,0,20160611,23
MRKT2,PRDT1,56.19,5619,4214,26050,4.64,100,5749,27185,4.71,0,85,0,0,85,0,0,0,0,20160618,24
MRKT2,PRDT1,73.72,7372,5529,32352,4.39,100,5297,25024,4.64,23,82,23,0,59,1346,4.26,14,23,20160625,25
MRKT2,PRDT1,131.81,13181,9886,46117,3.5,100,5206,24389,0,100,92,92,8,0,0,0,0,92,20160702,26
MRKT2,PRDT1,246.15,24615,18461,76338,3.1,100,5516,25898,0,100,100,100,0,0,0,0,0,100,20160709,27
MRKT2,PRDT1,54.13,5413,4060,25056,4.63,100,6087,28538,4.73,0,78,0,0,78,0,0,0,0,20160716,28
MRKT2,PRDT1,59.51,5951,4463,27628,4.64,100,5405,25351,0,100,70,70,30,0,0,0,0,70,20160723,29
MRKT2,PRDT1,67.07,6707,5030,29630,4.42,100,5692,26501,4.51,23,78,23,0,55,732,4.39,14,23,20160730,30
MRKT2,PRDT1,123.14,12314,9236,45171,3.67,100,5797,27254,0,100,90,90,10,0,0,0,0,90,20160806,31
MRKT2,PRDT1,67.07,6707,5030,29570,4.41,100,5905,27396,4.41,0,86,0,0,86,543,4.16,8,0,20160813,32
MRKT2,PRDT1,118.52,11852,8889,43580,3.68,100,6043,28245,0,100,91,91,9,0,0,0,0,91,20160820,33
MRKT2,PRDT1,66.24,6624,4968,29288,4.42,100,6220,29107,0,23,92,23,0,69,508,4.22,8,23,20160827,34
MRKT2,PRDT1,120.35,12035,9026,42507,3.53,100,6219,28655,0,100,95,95,5,0,0,0,0,95,20160903,35
MRKT2,PRDT1,232.43,23243,17432,72000,3.1,100,6277,29001,0,100,90,90,10,0,0,0,0,90,20160910,36
MRKT2,PRDT1,56.13,5613,4210,26107,4.65,100,5959,26799,4.63,0,77,0,0,77,0,0,0,0,20160917,37
MRKT2,PRDT1,61.77,6177,4633,28356,4.59,100,6155,28606,0,100,84,84,16,0,0,0,0,84,20160924,38
MRKT2,PRDT1,69.94,6994,5246,30731,4.39,100,5956,28030,4.5,23,73,23,0,50,1623,4.37,22,23,20161001,39
MRKT2,PRDT1,129.55,12955,9716,47536,3.67,100,6091,28763,0,100,92,92,8,0,0,0,0,92,20161008,40
MRKT2,PRDT1,61.3,6130,4598,28347,4.62,100,6082,28653,0,100,91,91,9,0,0,0,0,91,20161015,41
MRKT2,PRDT1,63.67,6367,4775,29447,4.62,100,6474,30544,4.62,0,83,0,0,83,0,0,0,0,20161022,42
MRKT2,PRDT1,61.2,6120,4590,28173,4.6,100,5774,27361,4.6,0,92,0,0,92,0,0,0,0,20161029,43
MRKT2,PRDT1,68.81,6881,5161,29459,4.28,100,5828,27669,0,100,85,85,15,0,0,0,0,85,20161105,44
MRKT2,PRDT1,60.53,6053,4540,28025,4.63,100,6294,29492,0,100,62,62,38,0,0,0,0,62,20161112,45
MRKT2,PRDT1,80.55,8055,6041,32983,4.09,100,5941,27494,0,0,76,0,0,76,2160,4.07,24,0,20161119,46
MRKT2,PRDT1,323.35,32335,24251,104134,3.22,100,6026,28130,0,100,92,92,8,0,0,0,0,92,20161126,47
MRKT2,PRDT1,69.25,6925,5194,29620,4.28,100,6369,29815,0,0,83,0,0,83,1342,4.29,17,0,20161203,48
MRKT2,PRDT1,64.09,6409,4807,28115,4.39,100,6330,29205,4.47,0,79,0,0,79,0,0,0,0,20161210,49
MRKT2,PRDT1,122.35,12235,9176,44716,3.65,100,6080,27987,0,100,93,93,7,0,0,0,0,93,20161217,50
MRKT2,PRDT1,72.87,7287,5465,31289,4.29,100,5986,28102,4.66,21,91,21,0,69,0,0,0,21,20161224,51
MRKT2,PRDT1,103.37,10337,7753,43375,4.2,100,6005,28488,4.62,21,73,21,0,52,1895,4.43,22,21,20161231,52
MRKT2,PRDT1,129.73,12973,9730,47457,3.66,100,6382,29363,0,100,87,87,13,0,0,0,0,87,20170107,1
MRKT2,PRDT1,62.28,6228,4671,29095,4.67,100,6071,27817,0,100,55,55,45,0,0,0,0,55,20170114,2
MRKT2,PRDT1,68.92,6892,5169,30901,4.48,100,6268,29212,4.49,0,46,0,0,46,626,4.46,13,0,20170121,3
MRKT2,PRDT1,97.26,9726,7295,39049,4.01,100,6892,32097,0,100,87,87,13,0,0,0,0,87,20170128,4
MRKT2,PRDT2,156.89,15689,5524,19584,1.25,100,8109,13885,0,87,44,44,43,0,1167,1.34,13,44,20131109,44
MRKT2,PRDT2,124.42,12442,4381,17365,1.4,100,8089,14125,0,69,49,39,31,10,1843,1.39,21,39,20131116,45
MRKT2,PRDT2,108.96,10896,3836,16146,1.48,100,9504,15446,1.7,79,42,42,37,0,650,1.31,6,42,20131123,46
MRKT2,PRDT2,126.55,12655,4456,20004,1.58,100,8558,14207,1.63,29,36,5,24,31,1397,1.32,13,5,20131130,47
MRKT2,PRDT2,97.33,9733,3427,15330,1.57,100,9496,15799,1.64,0,38,0,0,38,1572,1.31,16,0,20131207,48
MRKT2,PRDT2,123.85,12385,4360,17823,1.44,100,9362,14953,0,100,38,38,62,0,0,0,0,38,20131214,49
MRKT2,PRDT2,295.55,29555,10406,37811,1.28,100,9215,14921,0,94,62,56,38,6,0,0,0,56,20131221,50
MRKT2,PRDT2,280.26,28026,9868,32586,1.16,100,8462,13839,0,100,56,56,44,0,0,0,0,56,20131228,51
MRKT2,PRDT2,141.79,14179,4992,23797,1.68,100,8226,13459,0,94,79,73,21,6,0,0,0,73,20140104,52
MRKT2,PRDT2,141.62,14162,4986,18342,1.3,100,8912,14753,0,100,59,59,41,0,0,0,0,59,20140111,1
MRKT2,PRDT2,98.37,9837,3464,15523,1.58,100,9116,15598,1.8,0,49,0,0,49,3617,1.4,35,0,20140118,2
MRKT2,PRDT2,220.93,22093,7778,28408,1.29,100,9760,16249,0,100,64,64,36,0,0,0,0,64,20140125,3
MRKT2,PRDT2,242.33,24233,8532,26917,1.11,100,8282,14509,1.7,79,53,39,39,14,0,0,0,39,20140201,4
MRKT2,PRDT2,100.87,10087,3551,16906,1.68,100,8748,15082,1.69,0,58,0,0,58,1024,1.67,16,0,20140208,5
MRKT2,PRDT2,103.92,10392,3659,17462,1.68,100,8719,15105,1.68,0,46,0,0,46,535,1.67,7,0,20140215,6
MRKT2,PRDT2,114.36,11436,4026,16495,1.44,100,9343,16353,0,0,46,0,0,46,5787,1.44,54,0,20140222,7
MRKT2,PRDT2,240.04,24004,8451,24761,1.03,100,9058,15608,0,100,72,72,28,0,0,0,0,72,20140301,8
MRKT2,PRDT2,79.47,7947,2798,14624,1.84,100,9177,15881,0,100,65,65,35,0,0,0,0,65,20140308,9
MRKT2,PRDT2,80.02,8002,2817,14336,1.79,100,9071,16342,1.8,0,59,0,0,59,0,0,0,0,20140315,10
MRKT2,PRDT2,119.09,11909,4193,16486,1.38,100,10413,17129,1.52,0,52,0,0,52,4808,1.21,40,0,20140322,11
MRKT2,PRDT2,169.48,16948,5967,23067,1.36,100,8929,16726,0,100,66,66,34,0,0,0,0,66,20140329,12
MRKT2,PRDT2,85.02,8502,2993,15441,1.82,100,9328,17333,1.8,40,51,28,12,23,0,0,0,28,20140405,13
MRKT2,PRDT2,87.59,8759,3084,15511,1.77,100,9085,17035,0,62,60,22,40,38,0,0,0,22,20140412,14
MRKT2,PRDT2,126.17,12617,4442,17579,1.39,100,8862,16115,1.78,0,54,0,0,54,1465,1,6,0,20140419,15
MRKT2,PRDT2,96.14,9614,3385,17556,1.83,100,8569,16033,1.81,0,60,0,0,60,208,1.87,6,0,20140426,16
MRKT2,PRDT2,95.15,9515,3350,15865,1.67,100,9170,17538,1.88,0,60,0,0,60,2067,1.61,19,0,20140503,17
MRKT2,PRDT2,190.69,19069,6714,22631,1.19,100,7840,14778,1.85,70,67,52,17,15,0,0,0,52,20140510,18
MRKT2,PRDT2,111.84,11184,3938,17678,1.58,100,8981,16883,0,0,56,0,0,56,3769,1.61,44,0,20140517,19
MRKT2,PRDT2,232.4,23240,8182,24296,1.05,100,8989,16707,0,100,63,63,37,0,0,0,0,63,20140524,20
MRKT2,PRDT2,80.57,8057,2837,14676,1.82,100,8247,15394,1.84,0,68,0,0,68,0,0,0,0,20140531,21
MRKT2,PRDT2,79.2,7920,2788,13632,1.72,100,8884,16095,0,100,59,59,41,0,0,0,0,59,20140607,22
MRKT2,PRDT2,127.52,12752,4490,17002,1.33,100,9433,17128,1.79,33,73,33,0,40,0,0,0,33,20140614,23
MRKT2,PRDT2,90.6,9060,3190,15604,1.72,100,7512,13699,1.77,0,70,0,0,70,662,1.58,9,0,20140621,24
MRKT2,PRDT2,140.35,14035,4941,18146,1.29,100,8437,15169,1.77,70,46,33,37,14,868,1.03,9,33,20140628,25
MRKT2,PRDT2,73.96,7396,2604,13523,1.83,100,8248,15216,1.83,0,41,0,0,41,551,1.78,5,0,20140705,26
MRKT2,PRDT2,86,8600,3028,15714,1.83,100,8310,15335,1.83,0,36,0,0,36,0,0,0,0,20140712,27
MRKT2,PRDT2,94.54,9454,3329,15393,1.63,100,7858,14747,1.82,0,52,0,0,52,3664,1.59,41,0,20140719,28
MRKT2,PRDT2,215.81,21581,7598,23364,1.08,100,7757,14549,0,70,77,63,7,14,1886,1.29,16,63,20140726,29
MRKT2,PRDT2,243.59,24359,8576,25014,1.03,100,7924,14777,0,100,54,54,46,0,0,0,0,54,20140802,30
MRKT2,PRDT2,195.44,19544,6881,21950,1.12,100,9319,17418,1.85,70,48,34,36,14,823,1.09,9,34,20140809,31
MRKT2,PRDT2,90.29,9029,3179,15434,1.71,100,8017,14592,1.77,0,49,0,0,49,2102,1.52,25,0,20140816,32
MRKT2,PRDT2,182,18200,6408,21956,1.21,100,9346,16420,0,66,44,31,35,13,2307,1.25,21,31,20140823,33
MRKT2,PRDT2,240.28,24028,8460,25367,1.06,100,8920,16324,0,100,61,61,39,0,0,0,0,61,20140830,34
MRKT2,PRDT2,92.53,9253,3258,16862,1.82,100,8671,15244,1.83,0,28,0,0,28,119,1.82,5,0,20140906,35
MRKT2,PRDT2,123.32,12332,4342,18439,1.5,100,9276,17133,0,0,33,0,0,33,8042,1.46,67,0,20140913,36
MRKT2,PRDT2,246.09,24609,8664,28092,1.14,100,8173,15009,0,100,51,51,49,0,0,0,0,51,20140920,37
MRKT2,PRDT2,87.7,8770,3088,15971,1.82,100,9434,17220,1.83,50,64,38,12,26,0,0,0,38,20140927,38
MRKT2,PRDT2,88.55,8855,3118,15084,1.7,100,8806,16077,1.81,0,40,0,0,40,2171,1.51,25,0,20141004,39
MRKT2,PRDT2,153.47,15347,5403,20167,1.31,100,9428,16611,1.74,38,41,11,27,30,984,1.01,9,11,20141011,40
MRKT2,PRDT2,88.01,8801,3099,15985,1.82,100,9494,17424,0,100,35,35,65,0,0,0,0,35,20141018,41
MRKT2,PRDT2,106.98,10698,3767,16491,1.54,100,9504,17585,1.74,0,30,0,0,30,6956,1.54,64,0,20141025,42
MRKT2,PRDT2,315.92,31592,11123,32691,1.03,100,7985,14821,0,100,58,58,42,0,0,0,0,58,20141101,43
MRKT2,PRDT2,154.3636364,15282,5381,19317,1.26,99,10502,18233,1.7,44,45,21,22,23,754,1.01,8,21,20141108,44
MRKT2,PRDT2,129.2424242,12795,4505,17367,1.36,99,8402,15640,1.81,0,43,0,0,43,3677,1.29,40,0,20141115,45
MRKT2,PRDT2,133.6161616,13228,4657,17592,1.33,99,10142,17322,1.68,0,47,0,0,47,2310,1,15,0,20141122,46
MRKT2,PRDT2,134.020202,13268,4671,23910,1.8,99,9357,17191,0,99,30,30,69,0,0,0,0,30,20141129,47
MRKT2,PRDT2,93.06,9306,3276,16416,1.76,100,10513,19054,1.82,0,26,0,0,26,2604,1.67,28,0,20141206,48
MRKT2,PRDT2,147.51,14751,5194,18562,1.26,100,10938,18737,1.65,0,50,0,0,50,6271,1.33,45,0,20141213,49
MRKT2,PRDT2,232.69,23269,8193,26457,1.14,100,9481,17283,0,100,75,75,25,0,0,0,0,75,20141220,50
MRKT2,PRDT2,160.12,16012,5638,29405,1.84,100,8987,16374,1.84,0,55,0,0,55,0,0,0,0,20141227,51
MRKT2,PRDT2,101.72,10172,3581,18660,1.83,100,9074,17311,1.9,0,46,0,0,46,1884,1.64,14,0,20150103,52
MRKT2,PRDT2,84.36,8436,2970,15164,1.8,100,8960,17673,1.94,0,47,0,0,47,1894,1.32,14,0,20150110,1
MRKT2,PRDT2,86.33,8633,3040,15596,1.81,100,8886,16597,1.81,0,57,0,0,57,1019,1.82,14,0,20150117,2
MRKT2,PRDT2,90.94,9094,3202,15650,1.72,100,8953,16411,1.77,0,35,0,0,35,2389,1.64,28,0,20150124,3
MRKT2,PRDT2,124.06,12406,4368,16661,1.34,100,8640,15411,1.73,0,44,0,0,44,1083,1.13,12,0,20150131,4
MRKT2,PRDT2,83.66,8366,2946,15173,1.81,100,7889,14793,1.82,0,37,0,0,37,168,1.75,5,0,20150207,5
MRKT2,PRDT2,80.94,8094,2850,14530,1.8,100,7548,14192,1.83,0,29,0,0,29,2431,1.78,29,0,20150214,6
MRKT2,PRDT2,89.71,8971,3159,15242,1.7,100,7188,13708,1.83,19,29,4,14,25,3568,1.68,44,4,20150221,7
MRKT2,PRDT2,127.11,12711,4475,15355,1.21,100,6012,11892,2.07,0,55,0,0,55,4231,1.2,41,0,20150228,8
MRKT2,PRDT2,68.84,6884,2424,12428,1.81,100,7627,14143,1.82,0,37,0,0,37,891,1.8,17,0,20150307,9
MRKT2,PRDT2,74.02,7402,2606,12816,1.73,100,7925,14455,1.81,0,37,0,0,37,2214,1.7,29,0,20150314,10
MRKT2,PRDT2,130.34,13034,4589,16094,1.23,100,8586,14920,0,0,42,0,0,42,6456,1.3,58,0,20150321,11
MRKT2,PRDT2,185.67,18567,6537,19818,1.07,100,7630,14050,0,100,45,45,55,0,0,0,0,45,20150328,12
MRKT2,PRDT2,74.2,7420,2612,13377,1.8,100,6883,12674,1.8,39,40,19,20,21,491,1.79,5,19,20150404,13
MRKT2,PRDT2,87.49,8749,3080,14921,1.71,100,7790,14091,0,100,36,36,64,0,0,0,0,36,20150411,14
MRKT2,PRDT2,117.25,11725,4128,15168,1.29,100,7309,13012,1.76,90,45,45,45,0,0,0,0,45,20150418,15
MRKT2,PRDT2,99.12,9912,3490,15264,1.54,100,7405,13542,0,0,54,0,0,54,4634,1.53,46,0,20150425,16
MRKT2,PRDT2,233.3,23330,8214,24364,1.04,100,6862,12561,0,100,54,54,46,0,0,0,0,54,20150502,17
MRKT2,PRDT2,136.34,13634,4800,17690,1.3,100,8189,14024,0,0,63,0,0,63,6017,1.26,37,0,20150509,18
MRKT2,PRDT2,166.06,16606,5847,19572,1.18,100,7273,13929,0,0,62,0,0,62,5773,1.16,38,0,20150516,19
MRKT2,PRDT2,125.69,12569,4425,17066,1.36,100,8380,14061,1.65,0,49,0,0,49,4172,0.98,20,0,20150523,20
MRKT2,PRDT2,76.28,7628,2686,13757,1.8,100,7661,13841,1.81,0,41,0,0,41,223,1.74,5,0,20150530,21
MRKT2,PRDT2,73.25,7325,2579,12658,1.73,100,7723,13834,1.79,14,56,14,0,42,0,0,0,14,20150606,22
MRKT2,PRDT2,104.06,10406,3664,13978,1.34,100,7410,12725,1.7,0,65,0,0,65,0,0,0,0,20150613,23
MRKT2,PRDT2,108.12,10812,3807,14782,1.37,100,8191,14078,1.68,0,55,0,0,55,3545,0.96,15,0,20150620,24
MRKT2,PRDT2,95.51,9551,3363,15200,1.59,100,7529,13941,1.83,0,40,0,0,40,4550,1.52,50,0,20150627,25
MRKT2,PRDT2,225.72,22572,7947,23583,1.04,100,7606,14101,0,100,43,43,57,0,0,0,0,43,20150704,26
MRKT2,PRDT2,87.8,8780,3091,15933,1.81,100,7514,13834,1.82,0,42,0,0,42,575,1.71,5,0,20150711,27
MRKT2,PRDT2,77.09,7709,2714,13274,1.72,100,7300,13384,1.77,0,54,0,0,54,1301,1.67,14,0,20150718,28
MRKT2,PRDT2,132.02,13202,4648,16902,1.28,100,7979,14210,1.75,24,53,4,19,48,2298,1.12,16,4,20150725,29
MRKT2,PRDT2,196.41,19641,6915,21763,1.11,100,7774,14051,1.79,93,56,56,37,0,0,0,0,56,20150801,30
MRKT2,PRDT2,115.67,11567,4073,15451,1.34,100,8283,13965,0,100,51,51,49,0,0,0,0,51,20150808,31
MRKT2,PRDT2,78.65,7865,2769,13534,1.72,100,7262,13094,1.78,0,55,0,0,55,1388,1.57,15,0,20150815,32
MRKT2,PRDT2,112.23,11223,3951,15269,1.36,100,7943,13234,1.66,0,45,0,0,45,5394,1.04,30,0,20150822,33
MRKT2,PRDT2,83.26,8326,2931,13417,1.61,100,6990,13251,1.85,66,56,34,32,21,0,0,0,34,20150829,34
MRKT2,PRDT2,155.28,15528,5467,17501,1.13,100,7442,13206,0,100,46,46,54,0,0,0,0,46,20150905,35
MRKT2,PRDT2,83.63,8363,2944,14594,1.75,100,7098,12775,0,100,35,35,65,0,0,0,0,35,20150912,36
MRKT2,PRDT2,104.25,10425,3670,14179,1.36,100,8476,14355,1.69,0,40,0,0,40,3572,1.05,21,0,20150919,37
MRKT2,PRDT2,77.81,7781,2740,13723,1.76,100,6802,12058,1.76,0,63,0,0,63,0,0,0,0,20150926,38
MRKT2,PRDT2,70.4,7040,2479,12700,1.8,100,7383,13326,1.81,34,37,10,24,27,143,1.78,5,10,20151003,39
MRKT2,PRDT2,66.48484848,6582,2317,11952,1.82,99,6823,12630,1.83,0,33,0,0,33,0,0,0,0,20151010,40
MRKT2,PRDT2,72.90909091,7218,2541,13031,1.81,99,7676,14186,1.82,0,56,0,0,56,0,0,0,0,20151017,41
